PERIOD,LEAD_SOURCE,LEAD_COUNT
2024-07-02,Regal,1
2024-07-03,Barrington,5
2024-07-03,Channel Edge,5
2024-07-03,Google,6
2024-07-03,Lucent,3
2024-07-03,O2C,1
2024-07-03,Other,0
2024-07-03,Policy Chat,1
2024-07-03,Ring 2,1
2024-07-03,Roku,0
2024-07-03,VOXR,1
2024-07-03,Youtube,7
2024-07-03,Regal,0
2024-07-04,Barrington,0
2024-07-04,Channel Edge,7
2024-07-04,Google,15
2024-07-04,Lucent,5
2024-07-04,O2C,1
2024-07-04,Other,0
2024-07-04,Policy Chat,0
2024-07-04,Ring 2,2
2024-07-04,Roku,6
2024-07-04,VOXR,1
2024-07-04,Youtube,3
2024-07-04,Regal,0
2024-07-05,Barrington,2
2024-07-05,Channel Edge,6
2024-07-05,Google,3
2024-07-05,Lucent,7
2024-07-05,O2C,3
2024-07-05,Other,1
2024-07-05,Policy Chat,2
2024-07-05,Ring 2,2
2024-07-05,Roku,1
2024-07-05,VOXR,1
2024-07-05,Youtube,9
2024-07-05,Regal,0
2024-07-06,Barrington,1
2024-07-06,Channel Edge,6
2024-07-06,Google,8
2024-07-06,Lucent,3
2024-07-06,O2C,2
2024-07-06,Other,2
2024-07-06,Policy Chat,2
2024-07-06,Ring 2,0
2024-07-06,Roku,5
2024-07-06,VOXR,4
2024-07-06,Youtube,10
2024-07-06,Regal,1
2024-07-07,Barrington,3
2024-07-07,Channel Edge,5
2024-07-07,Google,2
2024-07-07,Lucent,5
2024-07-07,O2C,3
2024-07-07,Other,0
2024-07-07,Policy Chat,0
2024-07-07,Ring 2,2
2024-07-07,Roku,1
2024-07-07,VOXR,2
2024-07-07,Youtube,9
2024-07-07,Regal,1
2024-07-08,Barrington,4
2024-07-08,Channel Edge,12
2024-07-08,Google,6
2024-07-08,Lucent,4
2024-07-08,O2C,2
2024-07-08,Other,1
2024-07-08,Policy Chat,0
2024-07-08,Ring 2,0
2024-07-08,Roku,1
2024-07-08,VOXR,3
2024-07-08,Youtube,14
2024-07-08,Regal,1
2024-07-09,Barrington,1
2024-07-09,Channel Edge,12
2024-07-09,Google,2
2024-07-09,Lucent,1
2024-07-09,O2C,3
2024-07-09,Other,3
2024-07-09,Policy Chat,1
2024-07-09,Ring 2,1
2024-07-09,Roku,4
2024-07-09,VOXR,3
2024-07-09,Youtube,13
2024-07-09,Regal,0
2024-07-10,Barrington,2
2024-07-10,Channel Edge,6
2024-07-10,Google,3
2024-07-10,Lucent,4
2024-07-10,O2C,1
2024-07-10,Other,1
2024-07-10,Policy Chat,1
2024-07-10,Ring 2,0
2024-07-10,Roku,5
2024-07-10,VOXR,1
2024-07-10,Youtube,22
2024-07-10,Regal,0
2024-07-11,Barrington,3
2024-07-11,Channel Edge,12
2024-07-11,Google,16
2024-07-11,Lucent,8
2024-07-11,O2C,3
2024-07-11,Other,0
2024-07-11,Policy Chat,3
2024-07-11,Ring 2,1
2024-07-11,Roku,3
2024-07-11,VOXR,8
2024-07-11,Youtube,14
2024-07-11,Regal,1
2024-07-12,Barrington,1
2024-07-12,Channel Edge,2
2024-07-12,Google,9
2024-07-12,Lucent,3
2024-07-12,O2C,1
2024-07-12,Other,0
2024-07-12,Policy Chat,1
2024-07-12,Ring 2,2
2024-07-12,Roku,3
2024-07-12,VOXR,3
2024-07-12,Youtube,14
2024-07-12,Regal,0
2024-07-13,Barrington,0
2024-07-13,Channel Edge,11
2024-07-13,Google,8
2024-07-13,Lucent,6
2024-07-13,O2C,0
2024-07-13,Other,2
2024-07-13,Policy Chat,1
2024-07-13,Ring 2,1
2024-07-13,Roku,2
2024-07-13,VOXR,1
2024-07-13,Youtube,17
2024-07-13,Regal,1
2024-07-14,Barrington,5
2024-07-14,Channel Edge,6
2024-07-14,Google,10
2024-07-14,Lucent,2
2024-07-14,O2C,3
2024-07-14,Other,0
2024-07-14,Policy Chat,0
2024-07-14,Ring 2,0
2024-07-14,Roku,2
2024-07-14,VOXR,6
2024-07-14,Youtube,13
2024-07-14,Regal,1
2024-07-15,Barrington,4
2024-07-15,Channel Edge,6
2024-07-15,Google,23
2024-07-15,Lucent,5
2024-07-15,O2C,1
2024-07-15,Other,4
2024-07-15,Policy Chat,4
2024-07-15,Ring 2,2
2024-07-15,Roku,8
2024-07-15,VOXR,3
2024-07-15,Youtube,13
2024-07-15,Regal,0
2024-07-16,Barrington,13
2024-07-16,Channel Edge,5
2024-07-16,Google,6
2024-07-16,Lucent,3
2024-07-16,O2C,1
2024-07-16,Other,3
2024-07-16,Policy Chat,3
2024-07-16,Ring 2,0
2024-07-16,Roku,1
2024-07-16,VOXR,3
2024-07-16,Youtube,10
2024-07-16,Regal,1
2024-07-17,Barrington,2
2024-07-17,Channel Edge,2
2024-07-17,Google,8
2024-07-17,Lucent,5
2024-07-17,O2C,2
2024-07-17,Other,0
2024-07-17,Policy Chat,1
2024-07-17,Ring 2,5
2024-07-17,Roku,1
2024-07-17,VOXR,2
2024-07-17,Youtube,11
2024-07-17,Regal,2
2024-07-18,Barrington,3
2024-07-18,Channel Edge,3
2024-07-18,Google,4
2024-07-18,Lucent,4
2024-07-18,O2C,3
2024-07-18,Other,2
2024-07-18,Policy Chat,0
2024-07-18,Ring 2,1
2024-07-18,Roku,0
2024-07-18,VOXR,1
2024-07-18,Youtube,42
2024-07-18,Regal,1
2024-07-19,Barrington,1
2024-07-19,Channel Edge,3
2024-07-19,Google,7
2024-07-19,Lucent,0
2024-07-19,O2C,1
2024-07-19,Other,1
2024-07-19,Policy Chat,0
2024-07-19,Ring 2,0
2024-07-19,Roku,0
2024-07-19,VOXR,5
2024-07-19,Youtube,8
2024-07-19,Regal,1
2024-07-20,Barrington,2
2024-07-20,Channel Edge,6
2024-07-20,Google,5
2024-07-20,Lucent,2
2024-07-20,O2C,3
2024-07-20,Other,2
2024-07-20,Policy Chat,7
2024-07-20,Ring 2,1
2024-07-20,Roku,5
2024-07-20,VOXR,2
2024-07-20,Youtube,8
2024-07-20,Regal,1
2024-07-21,Barrington,2
2024-07-21,Channel Edge,6
2024-07-21,Google,9
2024-07-21,Lucent,2
2024-07-21,O2C,2
2024-07-21,Other,3
2024-07-21,Policy Chat,2
2024-07-21,Ring 2,2
2024-07-21,Roku,4
2024-07-21,VOXR,4
2024-07-21,Youtube,11
2024-07-21,Regal,0
2024-07-22,Barrington,1
2024-07-22,Channel Edge,7
2024-07-22,Google,10
2024-07-22,Lucent,6
2024-07-22,O2C,5
2024-07-22,Other,1
2024-07-22,Policy Chat,0
2024-07-22,Ring 2,3
2024-07-22,Roku,4
2024-07-22,VOXR,6
2024-07-22,Youtube,10
2024-07-22,Regal,0
2024-07-23,Barrington,0
2024-07-23,Channel Edge,0
2024-07-23,Google,6
2024-07-23,Lucent,10
2024-07-23,O2C,1
2024-07-23,Other,4
2024-07-23,Policy Chat,0
2024-07-23,Ring 2,2
2024-07-23,Roku,0
2024-07-23,VOXR,2
2024-07-23,Youtube,21
2024-07-23,Regal,0
2024-07-24,Barrington,4
2024-07-24,Channel Edge,4
2024-07-24,Google,2
2024-07-24,Lucent,4
2024-07-24,O2C,0
2024-07-24,Other,0
2024-07-24,Policy Chat,3
2024-07-24,Ring 2,1
2024-07-24,Roku,2
2024-07-24,VOXR,3
2024-07-24,Youtube,15
2024-07-24,Regal,2
2024-07-25,Barrington,6
2024-07-25,Channel Edge,3
2024-07-25,Google,10
2024-07-25,Lucent,7
2024-07-25,O2C,2
2024-07-25,Other,0
2024-07-25,Policy Chat,3
2024-07-25,Ring 2,0
2024-07-25,Roku,5
2024-07-25,VOXR,2
2024-07-25,Youtube,8
2024-07-25,Regal,0
2024-07-26,Barrington,1
2024-07-26,Channel Edge,2
2024-07-26,Google,8
2024-07-26,Lucent,2
2024-07-26,O2C,2
2024-07-26,Other,2
2024-07-26,Policy Chat,6
2024-07-26,Ring 2,1
2024-07-26,Roku,3
2024-07-26,VOXR,3
2024-07-26,Youtube,22
2024-07-26,Regal,0
2024-07-27,Barrington,2
2024-07-27,Channel Edge,3
2024-07-27,Google,4
2024-07-27,Lucent,4
2024-07-27,O2C,4
2024-07-27,Other,0
2024-07-27,Policy Chat,1
2024-07-27,Ring 2,0
2024-07-27,Roku,6
2024-07-27,VOXR,1
2024-07-27,Youtube,10
2024-07-27,Regal,1
2024-07-28,Barrington,2
2024-07-28,Channel Edge,3
2024-07-28,Google,10
2024-07-28,Lucent,2
2024-07-28,O2C,6
2024-07-28,Other,1
2024-07-28,Policy Chat,1
2024-07-28,Ring 2,1
2024-07-28,Roku,3
2024-07-28,VOXR,5
2024-07-28,Youtube,9
2024-07-28,Regal,0
2024-07-29,Barrington,5
2024-07-29,Channel Edge,3
2024-07-29,Google,4
2024-07-29,Lucent,0
2024-07-29,O2C,0
2024-07-29,Other,3
2024-07-29,Policy Chat,4
2024-07-29,Ring 2,1
2024-07-29,Roku,0
2024-07-29,VOXR,1
2024-07-29,Youtube,12
2024-07-29,Regal,0
2024-07-30,Barrington,0
2024-07-30,Channel Edge,4
2024-07-30,Google,7
2024-07-30,Lucent,2
2024-07-30,O2C,3
2024-07-30,Other,1
2024-07-30,Policy Chat,1
2024-07-30,Ring 2,1
2024-07-30,Roku,5
2024-07-30,VOXR,2
2024-07-30,Youtube,11
2024-07-30,Regal,0
2024-07-31,Barrington,6
2024-07-31,Channel Edge,3
2024-07-31,Google,3
2024-07-31,Lucent,3
2024-07-31,O2C,7
2024-07-31,Other,1
2024-07-31,Policy Chat,3
2024-07-31,Ring 2,2
2024-07-31,Roku,4
2024-07-31,VOXR,3
2024-07-31,Youtube,17
2024-07-31,Regal,0
2024-08-01,Barrington,3
2024-08-01,Channel Edge,5
2024-08-01,Google,3
2024-08-01,Lucent,8
2024-08-01,O2C,1
2024-08-01,Other,0
2024-08-01,Policy Chat,3
2024-08-01,Ring 2,1
2024-08-01,Roku,3
2024-08-01,VOXR,1
2024-08-01,Youtube,13
2024-08-01,Regal,0
2024-08-02,Barrington,0
2024-08-02,Channel Edge,2
2024-08-02,Google,9
2024-08-02,Lucent,3
2024-08-02,O2C,1
2024-08-02,Other,1
2024-08-02,Policy Chat,1
2024-08-02,Ring 2,1
2024-08-02,Roku,3
2024-08-02,VOXR,2
2024-08-02,Youtube,16
2024-08-02,Regal,1
2024-08-03,Barrington,6
2024-08-03,Channel Edge,5
2024-08-03,Google,5
2024-08-03,Lucent,6
2024-08-03,O2C,0
2024-08-03,Other,3
2024-08-03,Policy Chat,3
2024-08-03,Ring 2,2
2024-08-03,Roku,1
2024-08-03,VOXR,1
2024-08-03,Youtube,12
2024-08-03,Regal,0
2024-08-04,Barrington,1
2024-08-04,Channel Edge,4
2024-08-04,Google,2
2024-08-04,Lucent,6
2024-08-04,O2C,0
2024-08-04,Other,1
2024-08-04,Policy Chat,2
2024-08-04,Ring 2,2
2024-08-04,Roku,0
2024-08-04,VOXR,0
2024-08-04,Youtube,11
2024-08-04,Regal,0
2024-08-05,Barrington,1
2024-08-05,Channel Edge,3
2024-08-05,Google,9
2024-08-05,Lucent,3
2024-08-05,O2C,1
2024-08-05,Other,0
2024-08-05,Policy Chat,2
2024-08-05,Ring 2,3
2024-08-05,Roku,1
2024-08-05,VOXR,1
2024-08-05,Youtube,17
2024-08-05,Regal,0
2024-08-06,Barrington,0
2024-08-06,Channel Edge,6
2024-08-06,Google,14
2024-08-06,Lucent,5
2024-08-06,O2C,2
2024-08-06,Other,0
2024-08-06,Policy Chat,4
2024-08-06,Ring 2,1
2024-08-06,Roku,4
2024-08-06,VOXR,1
2024-08-06,Youtube,12
2024-08-06,Regal,0
2024-08-07,Barrington,2
2024-08-07,Channel Edge,7
2024-08-07,Google,29
2024-08-07,Lucent,6
2024-08-07,O2C,6
2024-08-07,Other,0
2024-08-07,Policy Chat,4
2024-08-07,Ring 2,2
2024-08-07,Roku,0
2024-08-07,VOXR,7
2024-08-07,Youtube,16
2024-08-07,Regal,0
2024-08-08,Barrington,2
2024-08-08,Channel Edge,2
2024-08-08,Google,6
2024-08-08,Lucent,6
2024-08-08,O2C,1
2024-08-08,Other,1
2024-08-08,Policy Chat,1
2024-08-08,Ring 2,3
2024-08-08,Roku,2
2024-08-08,VOXR,2
2024-08-08,Youtube,18
2024-08-08,Regal,1
2024-08-09,Barrington,0
2024-08-09,Channel Edge,4
2024-08-09,Google,15
2024-08-09,Lucent,9
2024-08-09,O2C,3
2024-08-09,Other,5
2024-08-09,Policy Chat,2
2024-08-09,Ring 2,1
2024-08-09,Roku,3
2024-08-09,VOXR,2
2024-08-09,Youtube,59
2024-08-09,Regal,1
2024-08-10,Barrington,2
2024-08-10,Channel Edge,3
2024-08-10,Google,4
2024-08-10,Lucent,4
2024-08-10,O2C,3
2024-08-10,Other,1
2024-08-10,Policy Chat,3
2024-08-10,Ring 2,0
2024-08-10,Roku,3
2024-08-10,VOXR,4
2024-08-10,Youtube,17
2024-08-10,Regal,0
2024-08-11,Barrington,2
2024-08-11,Channel Edge,6
2024-08-11,Google,2
2024-08-11,Lucent,6
2024-08-11,O2C,2
2024-08-11,Other,0
2024-08-11,Policy Chat,0
2024-08-11,Ring 2,0
2024-08-11,Roku,2
2024-08-11,VOXR,3
2024-08-11,Youtube,22
2024-08-11,Regal,0
2024-08-12,Barrington,3
2024-08-12,Channel Edge,8
2024-08-12,Google,8
2024-08-12,Lucent,6
2024-08-12,O2C,1
2024-08-12,Other,5
2024-08-12,Policy Chat,1
2024-08-12,Ring 2,2
2024-08-12,Roku,5
2024-08-12,VOXR,3
2024-08-12,Youtube,49
2024-08-12,Regal,0
2024-08-13,Barrington,10
2024-08-13,Channel Edge,9
2024-08-13,Google,10
2024-08-13,Lucent,4
2024-08-13,O2C,3
2024-08-13,Other,0
2024-08-13,Policy Chat,1
2024-08-13,Ring 2,1
2024-08-13,Roku,2
2024-08-13,VOXR,1
2024-08-13,Youtube,15
2024-08-13,Regal,0
2024-08-14,Barrington,3
2024-08-14,Channel Edge,1
2024-08-14,Google,1
2024-08-14,Lucent,8
2024-08-14,O2C,5
2024-08-14,Other,0
2024-08-14,Policy Chat,0
2024-08-14,Ring 2,0
2024-08-14,Roku,4
2024-08-14,VOXR,3
2024-08-14,Youtube,14
2024-08-14,Regal,0
2024-08-15,Barrington,2
2024-08-15,Channel Edge,4
2024-08-15,Google,6
2024-08-15,Lucent,6
2024-08-15,O2C,3
2024-08-15,Other,0
2024-08-15,Policy Chat,0
2024-08-15,Ring 2,0
2024-08-15,Roku,7
2024-08-15,VOXR,2
2024-08-15,Youtube,10
2024-08-15,Regal,0
2024-08-16,Barrington,1
2024-08-16,Channel Edge,6
2024-08-16,Google,9
2024-08-16,Lucent,5
2024-08-16,O2C,0
2024-08-16,Other,0
2024-08-16,Policy Chat,1
2024-08-16,Ring 2,2
2024-08-16,Roku,0
2024-08-16,VOXR,1
2024-08-16,Youtube,15
2024-08-16,Regal,1
2024-08-17,Barrington,1
2024-08-17,Channel Edge,9
2024-08-17,Google,9
2024-08-17,Lucent,8
2024-08-17,O2C,1
2024-08-17,Other,1
2024-08-17,Policy Chat,0
2024-08-17,Ring 2,0
2024-08-17,Roku,4
2024-08-17,VOXR,0
2024-08-17,Youtube,21
2024-08-17,Regal,1
2024-08-18,Barrington,1
2024-08-18,Channel Edge,6
2024-08-18,Google,4
2024-08-18,Lucent,6
2024-08-18,O2C,3
2024-08-18,Other,0
2024-08-18,Policy Chat,4
2024-08-18,Ring 2,2
2024-08-18,Roku,2
2024-08-18,VOXR,1
2024-08-18,Youtube,9
2024-08-18,Regal,0
2024-08-19,Barrington,11
2024-08-19,Channel Edge,0
2024-08-19,Google,9
2024-08-19,Lucent,7
2024-08-19,O2C,1
2024-08-19,Other,1
2024-08-19,Policy Chat,0
2024-08-19,Ring 2,1
2024-08-19,Roku,2
2024-08-19,VOXR,2
2024-08-19,Youtube,15
2024-08-19,Regal,0
2024-08-20,Barrington,3
2024-08-20,Channel Edge,2
2024-08-20,Google,6
2024-08-20,Lucent,4
2024-08-20,O2C,2
2024-08-20,Other,2
2024-08-20,Policy Chat,1
2024-08-20,Ring 2,0
2024-08-20,Roku,4
2024-08-20,VOXR,2
2024-08-20,Youtube,13
2024-08-20,Regal,1
2024-08-21,Barrington,3
2024-08-21,Channel Edge,3
2024-08-21,Google,8
2024-08-21,Lucent,5
2024-08-21,O2C,5
2024-08-21,Other,1
2024-08-21,Policy Chat,2
2024-08-21,Ring 2,2
2024-08-21,Roku,3
2024-08-21,VOXR,1
2024-08-21,Youtube,16
2024-08-21,Regal,1
2024-08-22,Barrington,0
2024-08-22,Channel Edge,2
2024-08-22,Google,10
2024-08-22,Lucent,2
2024-08-22,O2C,2
2024-08-22,Other,0
2024-08-22,Policy Chat,6
2024-08-22,Ring 2,2
2024-08-22,Roku,4
2024-08-22,VOXR,2
2024-08-22,Youtube,27
2024-08-22,Regal,0
2024-08-23,Barrington,3
2024-08-23,Channel Edge,4
2024-08-23,Google,5
2024-08-23,Lucent,5
2024-08-23,O2C,1
2024-08-23,Other,0
2024-08-23,Policy Chat,1
2024-08-23,Ring 2,0
2024-08-23,Roku,3
2024-08-23,VOXR,4
2024-08-23,Youtube,22
2024-08-23,Regal,1
2024-08-24,Barrington,2
2024-08-24,Channel Edge,1
2024-08-24,Google,9
2024-08-24,Lucent,8
2024-08-24,O2C,1
2024-08-24,Other,0
2024-08-24,Policy Chat,2
2024-08-24,Ring 2,1
2024-08-24,Roku,1
2024-08-24,VOXR,6
2024-08-24,Youtube,10
2024-08-24,Regal,1
2024-08-25,Barrington,7
2024-08-25,Channel Edge,3
2024-08-25,Google,5
2024-08-25,Lucent,8
2024-08-25,O2C,2
2024-08-25,Other,2
2024-08-25,Policy Chat,0
2024-08-25,Ring 2,4
2024-08-25,Roku,3
2024-08-25,VOXR,2
2024-08-25,Youtube,15
2024-08-25,Regal,0
2024-08-26,Barrington,4
2024-08-26,Channel Edge,3
2024-08-26,Google,4
2024-08-26,Lucent,16
2024-08-26,O2C,1
2024-08-26,Other,4
2024-08-26,Policy Chat,1
2024-08-26,Ring 2,0
2024-08-26,Roku,6
2024-08-26,VOXR,5
2024-08-26,Youtube,18
2024-08-26,Regal,1
2024-08-27,Barrington,2
2024-08-27,Channel Edge,6
2024-08-27,Google,9
2024-08-27,Lucent,8
2024-08-27,O2C,3
2024-08-27,Other,2
2024-08-27,Policy Chat,1
2024-08-27,Ring 2,2
2024-08-27,Roku,1
2024-08-27,VOXR,2
2024-08-27,Youtube,15
2024-08-27,Regal,1
2024-08-28,Barrington,7
2024-08-28,Channel Edge,1
2024-08-28,Google,9
2024-08-28,Lucent,5
2024-08-28,O2C,2
2024-08-28,Other,2
2024-08-28,Policy Chat,1
2024-08-28,Ring 2,1
2024-08-28,Roku,4
2024-08-28,VOXR,3
2024-08-28,Youtube,10
2024-08-28,Regal,2
2024-08-29,Barrington,8
2024-08-29,Channel Edge,4
2024-08-29,Google,1
2024-08-29,Lucent,1
2024-08-29,O2C,3
2024-08-29,Other,2
2024-08-29,Policy Chat,0
2024-08-29,Ring 2,0
2024-08-29,Roku,5
2024-08-29,VOXR,2
2024-08-29,Youtube,14
2024-08-29,Regal,1
2024-08-30,Barrington,2
2024-08-30,Channel Edge,2
2024-08-30,Google,5
2024-08-30,Lucent,3
2024-08-30,O2C,1
2024-08-30,Other,1
2024-08-30,Policy Chat,0
2024-08-30,Ring 2,2
2024-08-30,Roku,2
2024-08-30,VOXR,3
2024-08-30,Youtube,8
2024-08-30,Regal,0
2024-08-31,Barrington,3
2024-08-31,Channel Edge,4
2024-08-31,Google,5
2024-08-31,Lucent,7
2024-08-31,O2C,3
2024-08-31,Other,1
2024-08-31,Policy Chat,4
2024-08-31,Ring 2,2
2024-08-31,Roku,1
2024-08-31,VOXR,0
2024-08-31,Youtube,16
2024-08-31,Regal,2
2024-09-01,Barrington,3
2024-09-01,Channel Edge,2
2024-09-01,Google,5
2024-09-01,Lucent,0
2024-09-01,O2C,0
2024-09-01,Other,0
2024-09-01,Policy Chat,3
2024-09-01,Ring 2,0
2024-09-01,Roku,5
2024-09-01,VOXR,0
2024-09-01,Youtube,12
2024-09-01,Regal,3
2024-09-02,Barrington,1
2024-09-02,Channel Edge,6
2024-09-02,Google,5
2024-09-02,Lucent,4
2024-09-02,O2C,5
2024-09-02,Other,1
2024-09-02,Policy Chat,1
2024-09-02,Ring 2,1
2024-09-02,Roku,6
2024-09-02,VOXR,2
2024-09-02,Youtube,11
2024-09-02,Regal,0
2024-09-03,Barrington,1
2024-09-03,Channel Edge,6
2024-09-03,Google,8
2024-09-03,Lucent,7
2024-09-03,O2C,1
2024-09-03,Other,0
2024-09-03,Policy Chat,0
2024-09-03,Ring 2,2
2024-09-03,Roku,7
2024-09-03,VOXR,3
2024-09-03,Youtube,19
2024-09-03,Regal,0
2024-09-04,Barrington,3
2024-09-04,Channel Edge,2
2024-09-04,Google,7
2024-09-04,Lucent,5
2024-09-04,O2C,1
2024-09-04,Other,1
2024-09-04,Policy Chat,0
2024-09-04,Ring 2,2
2024-09-04,Roku,2
2024-09-04,VOXR,4
2024-09-04,Youtube,19
2024-09-04,Regal,1
2024-09-05,Barrington,4
2024-09-05,Channel Edge,8
2024-09-05,Google,6
2024-09-05,Lucent,3
2024-09-05,O2C,2
2024-09-05,Other,0
2024-09-05,Policy Chat,2
2024-09-05,Ring 2,1
2024-09-05,Roku,3
2024-09-05,VOXR,3
2024-09-05,Youtube,12
2024-09-05,Regal,0
2024-09-06,Barrington,10
2024-09-06,Channel Edge,4
2024-09-06,Google,11
2024-09-06,Lucent,9
2024-09-06,O2C,1
2024-09-06,Other,0
2024-09-06,Policy Chat,3
2024-09-06,Ring 2,1
2024-09-06,Roku,4
2024-09-06,VOXR,3
2024-09-06,Youtube,14
2024-09-06,Regal,0
2024-09-07,Barrington,6
2024-09-07,Channel Edge,3
2024-09-07,Google,12
2024-09-07,Lucent,2
2024-09-07,O2C,1
2024-09-07,Other,2
2024-09-07,Policy Chat,0
2024-09-07,Ring 2,1
2024-09-07,Roku,2
2024-09-07,VOXR,0
2024-09-07,Youtube,10
2024-09-07,Regal,1
2024-09-08,Barrington,4
2024-09-08,Channel Edge,6
2024-09-08,Google,6
2024-09-08,Lucent,9
2024-09-08,O2C,3
2024-09-08,Other,0
2024-09-08,Policy Chat,0
2024-09-08,Ring 2,4
2024-09-08,Roku,8
2024-09-08,VOXR,2
2024-09-08,Youtube,8
2024-09-08,Regal,1
2024-09-09,Barrington,3
2024-09-09,Channel Edge,3
2024-09-09,Google,3
2024-09-09,Lucent,6
2024-09-09,O2C,1
2024-09-09,Other,0
2024-09-09,Policy Chat,1
2024-09-09,Ring 2,0
2024-09-09,Roku,6
2024-09-09,VOXR,0
2024-09-09,Youtube,19
2024-09-09,Regal,1
2024-09-10,Barrington,8
2024-09-10,Channel Edge,7
2024-09-10,Google,6
2024-09-10,Lucent,6
2024-09-10,O2C,1
2024-09-10,Other,2
2024-09-10,Policy Chat,0
2024-09-10,Ring 2,2
2024-09-10,Roku,3
2024-09-10,VOXR,3
2024-09-10,Youtube,15
2024-09-10,Regal,0
2024-09-11,Barrington,5
2024-09-11,Channel Edge,5
2024-09-11,Google,10
2024-09-11,Lucent,3
2024-09-11,O2C,1
2024-09-11,Other,0
2024-09-11,Policy Chat,1
2024-09-11,Ring 2,2
2024-09-11,Roku,6
2024-09-11,VOXR,0
2024-09-11,Youtube,15
2024-09-11,Regal,0
2024-09-12,Barrington,6
2024-09-12,Channel Edge,2
2024-09-12,Google,10
2024-09-12,Lucent,6
2024-09-12,O2C,1
2024-09-12,Other,1
2024-09-12,Policy Chat,2
2024-09-12,Ring 2,2
2024-09-12,Roku,4
2024-09-12,VOXR,5
2024-09-12,Youtube,13
2024-09-12,Regal,1
2024-09-13,Barrington,6
2024-09-13,Channel Edge,4
2024-09-13,Google,5
2024-09-13,Lucent,12
2024-09-13,O2C,2
2024-09-13,Other,3
2024-09-13,Policy Chat,2
2024-09-13,Ring 2,0
2024-09-13,Roku,2
2024-09-13,VOXR,4
2024-09-13,Youtube,18
2024-09-13,Regal,1
2024-09-14,Barrington,3
2024-09-14,Channel Edge,16
2024-09-14,Google,7
2024-09-14,Lucent,9
2024-09-14,O2C,2
2024-09-14,Other,2
2024-09-14,Policy Chat,1
2024-09-14,Ring 2,1
2024-09-14,Roku,4
2024-09-14,VOXR,3
2024-09-14,Youtube,15
2024-09-14,Regal,1
2024-09-15,Barrington,3
2024-09-15,Channel Edge,5
2024-09-15,Google,9
2024-09-15,Lucent,3
2024-09-15,O2C,7
2024-09-15,Other,1
2024-09-15,Policy Chat,1
2024-09-15,Ring 2,2
2024-09-15,Roku,8
2024-09-15,VOXR,4
2024-09-15,Youtube,15
2024-09-15,Regal,0
2024-09-16,Barrington,6
2024-09-16,Channel Edge,11
2024-09-16,Google,8
2024-09-16,Lucent,1
2024-09-16,O2C,6
2024-09-16,Other,1
2024-09-16,Policy Chat,1
2024-09-16,Ring 2,1
2024-09-16,Roku,1
2024-09-16,VOXR,1
2024-09-16,Youtube,13
2024-09-16,Regal,0
2024-09-17,Barrington,8
2024-09-17,Channel Edge,11
2024-09-17,Google,11
2024-09-17,Lucent,5
2024-09-17,O2C,0
2024-09-17,Other,3
2024-09-17,Policy Chat,2
2024-09-17,Ring 2,2
2024-09-17,Roku,5
2024-09-17,VOXR,0
2024-09-17,Youtube,20
2024-09-17,Regal,0
2024-09-18,Barrington,7
2024-09-18,Channel Edge,3
2024-09-18,Google,8
2024-09-18,Lucent,4
2024-09-18,O2C,1
2024-09-18,Other,0
2024-09-18,Policy Chat,0
2024-09-18,Ring 2,4
2024-09-18,Roku,2
2024-09-18,VOXR,0
2024-09-18,Youtube,6
2024-09-18,Regal,0
2024-09-19,Barrington,3
2024-09-19,Channel Edge,5
2024-09-19,Google,19
2024-09-19,Lucent,4
2024-09-19,O2C,1
2024-09-19,Other,0
2024-09-19,Policy Chat,2
2024-09-19,Ring 2,1
2024-09-19,Roku,5
2024-09-19,VOXR,1
2024-09-19,Youtube,15
2024-09-19,Regal,1
2024-09-20,Barrington,4
2024-09-20,Channel Edge,1
2024-09-20,Google,4
2024-09-20,Lucent,5
2024-09-20,O2C,4
2024-09-20,Other,3
2024-09-20,Policy Chat,2
2024-09-20,Ring 2,1
2024-09-20,Roku,5
2024-09-20,VOXR,2
2024-09-20,Youtube,21
2024-09-20,Regal,0
2024-09-21,Barrington,12
2024-09-21,Channel Edge,6
2024-09-21,Google,4
2024-09-21,Lucent,5
2024-09-21,O2C,0
2024-09-21,Other,1
2024-09-21,Policy Chat,1
2024-09-21,Ring 2,1
2024-09-21,Roku,14
2024-09-21,VOXR,4
2024-09-21,Youtube,16
2024-09-21,Regal,0
2024-09-22,Barrington,3
2024-09-22,Channel Edge,2
2024-09-22,Google,9
2024-09-22,Lucent,5
2024-09-22,O2C,0
2024-09-22,Other,0
2024-09-22,Policy Chat,1
2024-09-22,Ring 2,0
2024-09-22,Roku,2
2024-09-22,VOXR,2
2024-09-22,Youtube,17
2024-09-22,Regal,0
2024-09-23,Barrington,5
2024-09-23,Channel Edge,3
2024-09-23,Google,8
2024-09-23,Lucent,8
2024-09-23,O2C,1
2024-09-23,Other,1
2024-09-23,Policy Chat,2
2024-09-23,Ring 2,0
2024-09-23,Roku,4
2024-09-23,VOXR,1
2024-09-23,Youtube,19
2024-09-23,Regal,1
2024-09-24,Barrington,4
2024-09-24,Channel Edge,6
2024-09-24,Google,7
2024-09-24,Lucent,5
2024-09-24,O2C,1
2024-09-24,Other,1
2024-09-24,Policy Chat,2
2024-09-24,Ring 2,1
2024-09-24,Roku,8
2024-09-24,VOXR,2
2024-09-24,Youtube,40
2024-09-24,Regal,0
2024-09-25,Barrington,4
