PERIOD,LEAD_SOURCE,SOURCE_SALES,SOURCE_PREMIUM
2024-07-18,Lucent,1,290.02
2024-07-18,O2C,0,0.0
2024-07-18,Other,1,89.56
2024-07-18,Policy Chat,0,0.0
2024-07-18,Ring 2,0,0.0
2024-07-18,Roku,0,0.0
2024-07-18,VOXR,1,223.06
2024-07-18,Youtube,9,808.3
2024-07-18,Regal,0,0.0
2024-07-19,Barrington,0,0.0
2024-07-19,Channel Edge,1,162.78
2024-07-19,Google,0,0.0
2024-07-19,Lucent,0,0.0
2024-07-19,O2C,0,0.0
2024-07-19,Other,0,0.0
2024-07-19,Policy Chat,0,0.0
2024-07-19,Ring 2,0,0.0
2024-07-19,Roku,0,0.0
2024-07-19,VOXR,0,0.0
2024-07-19,Youtube,0,0.0
2024-07-19,Regal,0,0.0
2024-07-20,Barrington,0,0.0
2024-07-20,Channel Edge,3,655.88
2024-07-20,Google,1,151.96
2024-07-20,Lucent,0,0.0
2024-07-20,O2C,1,142.02
2024-07-20,Other,0,0.0
2024-07-20,Policy Chat,2,205.91
2024-07-20,Ring 2,1,483.16
2024-07-20,Roku,1,155.42
2024-07-20,VOXR,0,0.0
2024-07-20,Youtube,3,311.61
2024-07-20,Regal,0,0.0
2024-07-21,Barrington,1,383.32
2024-07-21,Channel Edge,3,464.64
2024-07-21,Google,0,0.0
2024-07-21,Lucent,0,0.0
2024-07-21,O2C,0,0.0
2024-07-21,Other,1,97.89
2024-07-21,Policy Chat,0,0.0
2024-07-21,Ring 2,0,0.0
2024-07-21,Roku,1,112.07
2024-07-21,VOXR,2,322.62
2024-07-21,Youtube,3,286.16
2024-07-21,Regal,0,0.0
2024-07-22,Barrington,1,292.34
2024-07-22,Channel Edge,2,458.91
2024-07-22,Google,2,286.56
2024-07-22,Lucent,0,0.0
2024-07-22,O2C,2,287.01
2024-07-22,Other,0,0.0
2024-07-22,Policy Chat,0,0.0
2024-07-22,Ring 2,0,0.0
2024-07-22,Roku,0,0.0
2024-07-22,VOXR,2,510.63
2024-07-22,Youtube,3,299.93
2024-07-22,Regal,0,0.0
2024-07-23,Barrington,1,420.97
2024-07-23,Channel Edge,1,242.03
2024-07-23,Google,1,137.89
2024-07-23,Lucent,1,260.41
2024-07-23,O2C,1,170.54
2024-07-23,Other,0,0.0
2024-07-23,Policy Chat,0,0.0
2024-07-23,Ring 2,0,0.0
2024-07-23,Roku,0,0.0
2024-07-23,VOXR,0,0.0
2024-07-23,Youtube,4,371.63
2024-07-23,Regal,0,0.0
2024-07-24,Barrington,0,0.0
2024-07-24,Channel Edge,2,356.09
2024-07-24,Google,1,203.86
2024-07-24,Lucent,0,0.0
2024-07-24,O2C,1,160.55
2024-07-24,Other,0,0.0
2024-07-24,Policy Chat,1,97.04
2024-07-24,Ring 2,0,0.0
2024-07-24,Roku,1,129.44
2024-07-24,VOXR,2,509.49
2024-07-24,Youtube,5,424.15
2024-07-24,Regal,0,0.0
2024-07-25,Barrington,0,0.0
2024-07-25,Channel Edge,0,0.0
2024-07-25,Google,2,350.78
2024-07-25,Lucent,1,149.79
2024-07-25,O2C,0,0.0
2024-07-25,Other,0,0.0
2024-07-25,Policy Chat,0,0.0
2024-07-25,Ring 2,0,0.0
2024-07-25,Roku,2,284.82
2024-07-25,VOXR,0,0.0
2024-07-25,Youtube,0,0.0
2024-07-25,Regal,0,0.0
2024-07-26,Barrington,0,0.0
2024-07-26,Channel Edge,0,0.0
2024-07-26,Google,2,262.57
2024-07-26,Lucent,0,0.0
2024-07-26,O2C,1,162.6
2024-07-26,Other,0,0.0
2024-07-26,Policy Chat,0,0.0
2024-07-26,Ring 2,0,0.0
2024-07-26,Roku,2,267.29
2024-07-26,VOXR,2,442.62
2024-07-26,Youtube,6,590.78
2024-07-26,Regal,0,0.0
2024-07-27,Barrington,0,0.0
2024-07-27,Channel Edge,1,159.5
2024-07-27,Google,0,0.0
2024-07-27,Lucent,0,0.0
2024-07-27,O2C,1,129.79
2024-07-27,Other,0,0.0
2024-07-27,Policy Chat,1,76.77
2024-07-27,Ring 2,0,0.0
2024-07-27,Roku,0,0.0
2024-07-27,VOXR,0,0.0
2024-07-27,Youtube,4,352.07
2024-07-27,Regal,0,0.0
2024-07-28,Barrington,0,0.0
2024-07-28,Channel Edge,1,170.63
2024-07-28,Google,0,0.0
2024-07-28,Lucent,0,0.0
2024-07-28,O2C,0,0.0
2024-07-28,Other,0,0.0
2024-07-28,Policy Chat,0,0.0
2024-07-28,Ring 2,0,0.0
2024-07-28,Roku,0,0.0
2024-07-28,VOXR,0,0.0
2024-07-28,Youtube,2,185.9
2024-07-28,Regal,0,0.0
2024-07-29,Barrington,1,371.95
2024-07-29,Channel Edge,1,195.16
2024-07-29,Google,0,0.0
2024-07-29,Lucent,0,0.0
2024-07-29,O2C,0,0.0
2024-07-29,Other,0,0.0
2024-07-29,Policy Chat,1,74.76
2024-07-29,Ring 2,1,552.46
2024-07-29,Roku,0,0.0
2024-07-29,VOXR,0,0.0
2024-07-29,Youtube,3,322.79
2024-07-29,Regal,0,0.0
2024-07-30,Barrington,0,0.0
2024-07-30,Channel Edge,1,184.41
2024-07-30,Google,2,270.28
2024-07-30,Lucent,1,333.61
2024-07-30,O2C,2,319.35
2024-07-30,Other,0,0.0
2024-07-30,Policy Chat,0,0.0
2024-07-30,Ring 2,0,0.0
2024-07-30,Roku,2,255.95
2024-07-30,VOXR,1,225.86
2024-07-30,Youtube,2,116.75
2024-07-30,Regal,0,0.0
2024-07-31,Barrington,1,421.72
2024-07-31,Channel Edge,1,216.06
2024-07-31,Google,0,0.0
2024-07-31,Lucent,0,0.0
2024-07-31,O2C,2,283.49
2024-07-31,Other,0,0.0
2024-07-31,Policy Chat,0,0.0
2024-07-31,Ring 2,1,404.67
2024-07-31,Roku,0,0.0
2024-07-31,VOXR,0,0.0
2024-07-31,Youtube,2,204.1
2024-07-31,Regal,0,0.0
2024-08-01,Barrington,0,0.0
2024-08-01,Channel Edge,1,131.89
2024-08-01,Google,2,328.46
2024-08-01,Lucent,0,0.0
2024-08-01,O2C,1,145.25
2024-08-01,Other,0,0.0
2024-08-01,Policy Chat,0,0.0
2024-08-01,Ring 2,0,0.0
2024-08-01,Roku,0,0.0
2024-08-01,VOXR,0,0.0
2024-08-01,Youtube,4,308.16
2024-08-01,Regal,0,0.0
2024-08-02,Barrington,0,0.0
2024-08-02,Channel Edge,1,192.18
2024-08-02,Google,0,0.0
2024-08-02,Lucent,0,0.0
2024-08-02,O2C,0,0.0
2024-08-02,Other,0,0.0
2024-08-02,Policy Chat,0,0.0
2024-08-02,Ring 2,0,0.0
2024-08-02,Roku,1,128.49
2024-08-02,VOXR,0,0.0
2024-08-02,Youtube,2,196.18
2024-08-02,Regal,0,0.0
2024-08-03,Barrington,0,0.0
2024-08-03,Channel Edge,2,426.95
2024-08-03,Google,2,286.92
2024-08-03,Lucent,0,0.0
2024-08-03,O2C,0,0.0
2024-08-03,Other,0,0.0
2024-08-03,Policy Chat,0,0.0
2024-08-03,Ring 2,0,0.0
2024-08-03,Roku,0,0.0
2024-08-03,VOXR,0,0.0
2024-08-03,Youtube,9,627.76
2024-08-03,Regal,0,0.0
2024-08-04,Barrington,1,345.92
2024-08-04,Channel Edge,0,0.0
2024-08-04,Google,1,123.54
2024-08-04,Lucent,1,276.71
2024-08-04,O2C,0,0.0
2024-08-04,Other,0,0.0
2024-08-04,Policy Chat,0,0.0
2024-08-04,Ring 2,1,563.39
2024-08-04,Roku,0,0.0
2024-08-04,VOXR,0,0.0
2024-08-04,Youtube,2,173.08
2024-08-04,Regal,0,0.0
2024-08-05,Barrington,0,0.0
2024-08-05,Channel Edge,0,0.0
2024-08-05,Google,1,118.94
2024-08-05,Lucent,0,0.0
2024-08-05,O2C,0,0.0
2024-08-05,Other,0,0.0
2024-08-05,Policy Chat,0,0.0
2024-08-05,Ring 2,0,0.0
2024-08-05,Roku,0,0.0
2024-08-05,VOXR,1,258.42
2024-08-05,Youtube,4,260.43
2024-08-05,Regal,0,0.0
2024-08-06,Barrington,0,0.0
2024-08-06,Channel Edge,2,399.18
2024-08-06,Google,3,312.44
2024-08-06,Lucent,0,0.0
2024-08-06,O2C,2,297.83
2024-08-06,Other,0,0.0
2024-08-06,Policy Chat,2,189.39
2024-08-06,Ring 2,0,0.0
2024-08-06,Roku,1,138.05
2024-08-06,VOXR,0,0.0
2024-08-06,Youtube,4,258.9
2024-08-06,Regal,0,0.0
2024-08-07,Barrington,0,0.0
2024-08-07,Channel Edge,2,451.13
2024-08-07,Google,8,1142.89
2024-08-07,Lucent,0,0.0
2024-08-07,O2C,2,304.75
2024-08-07,Other,0,0.0
2024-08-07,Policy Chat,1,89.92
2024-08-07,Ring 2,0,0.0
2024-08-07,Roku,0,0.0
2024-08-07,VOXR,0,0.0
2024-08-07,Youtube,4,343.73
2024-08-07,Regal,0,0.0
2024-08-08,Barrington,0,0.0
2024-08-08,Channel Edge,1,218.89
2024-08-08,Google,1,126.37
2024-08-08,Lucent,0,0.0
2024-08-08,O2C,0,0.0
2024-08-08,Other,0,0.0
2024-08-08,Policy Chat,1,121.62
2024-08-08,Ring 2,0,0.0
2024-08-08,Roku,0,0.0
2024-08-08,VOXR,0,0.0
2024-08-08,Youtube,9,959.54
2024-08-08,Regal,0,0.0
2024-08-09,Barrington,0,0.0
2024-08-09,Channel Edge,0,0.0
2024-08-09,Google,3,328.43
2024-08-09,Lucent,0,0.0
2024-08-09,O2C,0,0.0
2024-08-09,Other,1,66.3
2024-08-09,Policy Chat,0,0.0
2024-08-09,Ring 2,0,0.0
2024-08-09,Roku,0,0.0
2024-08-09,VOXR,1,267.43
2024-08-09,Youtube,17,1527.2
2024-08-09,Regal,0,0.0
2024-08-10,Barrington,0,0.0
2024-08-10,Channel Edge,0,0.0
2024-08-10,Google,2,261.0
2024-08-10,Lucent,0,0.0
2024-08-10,O2C,1,148.31
2024-08-10,Other,0,0.0
2024-08-10,Policy Chat,0,0.0
2024-08-10,Ring 2,0,0.0
2024-08-10,Roku,0,0.0
2024-08-10,VOXR,0,0.0
2024-08-10,Youtube,6,445.01
2024-08-10,Regal,0,0.0
2024-08-11,Barrington,0,0.0
2024-08-11,Channel Edge,0,0.0
2024-08-11,Google,0,0.0
2024-08-11,Lucent,2,553.63
2024-08-11,O2C,0,0.0
2024-08-11,Other,0,0.0
2024-08-11,Policy Chat,0,0.0
2024-08-11,Ring 2,0,0.0
2024-08-11,Roku,1,149.19
2024-08-11,VOXR,1,231.74
2024-08-11,Youtube,8,563.37
2024-08-11,Regal,0,0.0
2024-08-12,Barrington,0,0.0
2024-08-12,Channel Edge,3,692.88
2024-08-12,Google,0,0.0
2024-08-12,Lucent,0,0.0
2024-08-12,O2C,0,0.0
2024-08-12,Other,0,0.0
2024-08-12,Policy Chat,0,0.0
2024-08-12,Ring 2,1,614.33
2024-08-12,Roku,1,152.77
2024-08-12,VOXR,0,0.0
2024-08-12,Youtube,11,951.84
2024-08-12,Regal,0,0.0
2024-08-13,Barrington,1,323.44
2024-08-13,Channel Edge,4,674.58
2024-08-13,Google,5,470.68
2024-08-13,Lucent,0,0.0
2024-08-13,O2C,1,155.71
2024-08-13,Other,0,0.0
2024-08-13,Policy Chat,0,0.0
2024-08-13,Ring 2,0,0.0
2024-08-13,Roku,0,0.0
2024-08-13,VOXR,1,213.91
2024-08-13,Youtube,6,507.07
2024-08-13,Regal,0,0.0
2024-08-14,Barrington,0,0.0
2024-08-14,Channel Edge,1,129.44
2024-08-14,Google,0,0.0
2024-08-14,Lucent,1,259.22
2024-08-14,O2C,1,107.54
2024-08-14,Other,0,0.0
2024-08-14,Policy Chat,0,0.0
2024-08-14,Ring 2,0,0.0
2024-08-14,Roku,0,0.0
2024-08-14,VOXR,1,240.59
2024-08-14,Youtube,4,265.44
2024-08-14,Regal,0,0.0
2024-08-15,Barrington,0,0.0
2024-08-15,Channel Edge,1,237.12
2024-08-15,Google,4,742.6
2024-08-15,Lucent,0,0.0
2024-08-15,O2C,3,502.42
2024-08-15,Other,0,0.0
2024-08-15,Policy Chat,0,0.0
2024-08-15,Ring 2,0,0.0
2024-08-15,Roku,2,290.51
2024-08-15,VOXR,2,450.18
2024-08-15,Youtube,2,113.76
2024-08-15,Regal,0,0.0
2024-08-16,Barrington,0,0.0
2024-08-16,Channel Edge,1,192.92
2024-08-16,Google,2,266.8
2024-08-16,Lucent,0,0.0
2024-08-16,O2C,0,0.0
2024-08-16,Other,0,0.0
2024-08-16,Policy Chat,0,0.0
2024-08-16,Ring 2,0,0.0
2024-08-16,Roku,0,0.0
2024-08-16,VOXR,0,0.0
2024-08-16,Youtube,8,651.89
2024-08-16,Regal,0,0.0
2024-08-17,Barrington,0,0.0
2024-08-17,Channel Edge,1,168.84
2024-08-17,Google,1,121.79
2024-08-17,Lucent,0,0.0
2024-08-17,O2C,0,0.0
2024-08-17,Other,0,0.0
2024-08-17,Policy Chat,0,0.0
2024-08-17,Ring 2,0,0.0
2024-08-17,Roku,1,160.75
2024-08-17,VOXR,0,0.0
2024-08-17,Youtube,5,344.96
2024-08-17,Regal,0,0.0
2024-08-18,Barrington,1,404.14
2024-08-18,Channel Edge,1,148.61
2024-08-18,Google,0,0.0
2024-08-18,Lucent,0,0.0
2024-08-18,O2C,3,367.48
2024-08-18,Other,0,0.0
2024-08-18,Policy Chat,0,0.0
2024-08-18,Ring 2,0,0.0
2024-08-18,Roku,0,0.0
2024-08-18,VOXR,0,0.0
2024-08-18,Youtube,2,207.47
2024-08-18,Regal,0,0.0
2024-08-19,Barrington,2,931.14
2024-08-19,Channel Edge,1,198.29
2024-08-19,Google,1,117.28
2024-08-19,Lucent,1,305.81
2024-08-19,O2C,0,0.0
2024-08-19,Other,0,0.0
2024-08-19,Policy Chat,0,0.0
2024-08-19,Ring 2,0,0.0
2024-08-19,Roku,0,0.0
2024-08-19,VOXR,1,323.29
2024-08-19,Youtube,3,342.61
2024-08-19,Regal,0,0.0
2024-08-20,Barrington,0,0.0
2024-08-20,Channel Edge,1,183.28
2024-08-20,Google,3,346.76
2024-08-20,Lucent,0,0.0
2024-08-20,O2C,0,0.0
2024-08-20,Other,0,0.0
2024-08-20,Policy Chat,0,0.0
2024-08-20,Ring 2,0,0.0
2024-08-20,Roku,1,150.4
2024-08-20,VOXR,0,0.0
2024-08-20,Youtube,4,390.35
2024-08-20,Regal,0,0.0
2024-08-21,Barrington,2,872.72
2024-08-21,Channel Edge,0,0.0
2024-08-21,Google,1,148.04
2024-08-21,Lucent,0,0.0
2024-08-21,O2C,0,0.0
2024-08-21,Other,0,0.0
2024-08-21,Policy Chat,1,120.65
2024-08-21,Ring 2,0,0.0
2024-08-21,Roku,0,0.0
2024-08-21,VOXR,0,0.0
2024-08-21,Youtube,7,817.74
2024-08-21,Regal,0,0.0
2024-08-22,Barrington,0,0.0
2024-08-22,Channel Edge,1,161.63
2024-08-22,Google,1,110.52
2024-08-22,Lucent,0,0.0
2024-08-22,O2C,1,170.08
2024-08-22,Other,0,0.0
2024-08-22,Policy Chat,0,0.0
2024-08-22,Ring 2,0,0.0
2024-08-22,Roku,0,0.0
2024-08-22,VOXR,1,289.16
2024-08-22,Youtube,8,605.81
2024-08-22,Regal,0,0.0
2024-08-23,Barrington,1,347.66
2024-08-23,Channel Edge,1,144.92
2024-08-23,Google,1,147.49
2024-08-23,Lucent,0,0.0
2024-08-23,O2C,0,0.0
2024-08-23,Other,0,0.0
2024-08-23,Policy Chat,0,0.0
2024-08-23,Ring 2,0,0.0
2024-08-23,Roku,0,0.0
2024-08-23,VOXR,1,238.05
2024-08-23,Youtube,6,461.65
2024-08-23,Regal,0,0.0
2024-08-24,Barrington,0,0.0
2024-08-24,Channel Edge,1,183.94
2024-08-24,Google,3,261.13
2024-08-24,Lucent,0,0.0
2024-08-24,O2C,0,0.0
2024-08-24,Other,0,0.0
2024-08-24,Policy Chat,0,0.0
2024-08-24,Ring 2,1,445.3
2024-08-24,Roku,0,0.0
2024-08-24,VOXR,1,377.44
2024-08-24,Youtube,2,125.61
2024-08-24,Regal,0,0.0
2024-08-25,Barrington,3,1403.66
2024-08-25,Channel Edge,1,259.96
2024-08-25,Google,2,241.18
2024-08-25,Lucent,0,0.0
2024-08-25,O2C,1,137.85
2024-08-25,Other,0,0.0
2024-08-25,Policy Chat,0,0.0
2024-08-25,Ring 2,0,0.0
2024-08-25,Roku,0,0.0
2024-08-25,VOXR,1,190.1
2024-08-25,Youtube,5,447.67
2024-08-25,Regal,0,0.0
2024-08-26,Barrington,0,0.0
2024-08-26,Channel Edge,0,0.0
2024-08-26,Google,1,133.86
2024-08-26,Lucent,0,0.0
2024-08-26,O2C,1,172.54
2024-08-26,Other,0,0.0
2024-08-26,Policy Chat,0,0.0
2024-08-26,Ring 2,1,364.48
2024-08-26,Roku,0,0.0
2024-08-26,VOXR,0,0.0
2024-08-26,Youtube,3,265.73
2024-08-26,Regal,0,0.0
2024-08-27,Barrington,0,0.0
2024-08-27,Channel Edge,1,157.33
2024-08-27,Google,2,242.5
2024-08-27,Lucent,0,0.0
2024-08-27,O2C,1,145.91
2024-08-27,Other,0,0.0
2024-08-27,Policy Chat,0,0.0
2024-08-27,Ring 2,1,436.9
2024-08-27,Roku,0,0.0
2024-08-27,VOXR,0,0.0
2024-08-27,Youtube,5,431.66
2024-08-27,Regal,0,0.0
2024-08-28,Barrington,0,0.0
2024-08-28,Channel Edge,1,198.23
2024-08-28,Google,2,223.64
2024-08-28,Lucent,0,0.0
2024-08-28,O2C,1,142.36
2024-08-28,Other,1,56.73
2024-08-28,Policy Chat,0,0.0
2024-08-28,Ring 2,0,0.0
2024-08-28,Roku,0,0.0
2024-08-28,VOXR,1,300.78
2024-08-28,Youtube,1,114.74
2024-08-28,Regal,0,0.0
2024-08-29,Barrington,2,864.54
2024-08-29,Channel Edge,0,0.0
2024-08-29,Google,1,129.56
2024-08-29,Lucent,0,0.0
2024-08-29,O2C,0,0.0
2024-08-29,Other,0,0.0
2024-08-29,Policy Chat,0,0.0
2024-08-29,Ring 2,0,0.0
2024-08-29,Roku,0,0.0
2024-08-29,VOXR,0,0.0
2024-08-29,Youtube,6,634.85
2024-08-29,Regal,0,0.0
2024-08-30,Barrington,1,438.55
2024-08-30,Channel Edge,1,256.87
2024-08-30,Google,2,270.29
2024-08-30,Lucent,0,0.0
2024-08-30,O2C,0,0.0
2024-08-30,Other,0,0.0
2024-08-30,Policy Chat,1,133.05
2024-08-30,Ring 2,0,0.0
2024-08-30,Roku,0,0.0
2024-08-30,VOXR,0,0.0
2024-08-30,Youtube,2,195.98
2024-08-30,Regal,0,0.0
2024-08-31,Barrington,0,0.0
2024-08-31,Channel Edge,1,194.35
2024-08-31,Google,0,0.0
2024-08-31,Lucent,0,0.0
2024-08-31,O2C,2,304.6
2024-08-31,Other,0,0.0
2024-08-31,Policy Chat,1,113.22
2024-08-31,Ring 2,0,0.0
2024-08-31,Roku,0,0.0
2024-08-31,VOXR,1,373.16
2024-08-31,Youtube,6,531.72
2024-08-31,Regal,0,0.0
2024-09-01,Barrington,0,0.0
2024-09-01,Channel Edge,1,173.84
2024-09-01,Google,1,95.61
2024-09-01,Lucent,0,0.0
2024-09-01,O2C,1,100.25
2024-09-01,Other,0,0.0
2024-09-01,Policy Chat,0,0.0
2024-09-01,Ring 2,0,0.0
2024-09-01,Roku,2,380.4
2024-09-01,VOXR,0,0.0
2024-09-01,Youtube,5,559.59
2024-09-01,Regal,1,318.89
2024-09-02,Barrington,0,0.0
2024-09-02,Channel Edge,1,239.18
2024-09-02,Google,0,0.0
2024-09-02,Lucent,0,0.0
2024-09-02,O2C,2,353.91
2024-09-02,Other,0,0.0
2024-09-02,Policy Chat,0,0.0
2024-09-02,Ring 2,1,459.12
2024-09-02,Roku,0,0.0
2024-09-02,VOXR,0,0.0
2024-09-02,Youtube,4,327.49
2024-09-02,Regal,0,0.0
2024-09-03,Barrington,0,0.0
2024-09-03,Channel Edge,2,443.36
2024-09-03,Google,0,0.0
2024-09-03,Lucent,0,0.0
2024-09-03,O2C,0,0.0
2024-09-03,Other,0,0.0
2024-09-03,Policy Chat,1,174.78
2024-09-03,Ring 2,0,0.0
2024-09-03,Roku,0,0.0
2024-09-03,VOXR,0,0.0
2024-09-03,Youtube,6,493.51
2024-09-03,Regal,0,0.0
2024-09-04,Barrington,0,0.0
2024-09-04,Channel Edge,0,0.0
2024-09-04,Google,2,222.45
2024-09-04,Lucent,0,0.0
2024-09-04,O2C,0,0.0
2024-09-04,Other,0,0.0
2024-09-04,Policy Chat,0,0.0
2024-09-04,Ring 2,0,0.0
2024-09-04,Roku,0,0.0
2024-09-04,VOXR,1,275.75
2024-09-04,Youtube,3,204.31
2024-09-04,Regal,0,0.0
2024-09-05,Barrington,0,0.0
2024-09-05,Channel Edge,5,1110.49
2024-09-05,Google,1,99.05
2024-09-05,Lucent,0,0.0
2024-09-05,O2C,0,0.0
2024-09-05,Other,0,0.0
2024-09-05,Policy Chat,0,0.0
2024-09-05,Ring 2,0,0.0
2024-09-05,Roku,0,0.0
2024-09-05,VOXR,0,0.0
2024-09-05,Youtube,8,664.09
2024-09-05,Regal,0,0.0
2024-09-06,Barrington,2,650.63
2024-09-06,Channel Edge,0,0.0
2024-09-06,Google,4,472.62
2024-09-06,Lucent,0,0.0
2024-09-06,O2C,1,154.37
2024-09-06,Other,0,0.0
2024-09-06,Policy Chat,0,0.0
2024-09-06,Ring 2,0,0.0
2024-09-06,Roku,0,0.0
2024-09-06,VOXR,1,362.79
2024-09-06,Youtube,3,347.57
2024-09-06,Regal,0,0.0
2024-09-07,Barrington,0,0.0
2024-09-07,Channel Edge,0,0.0
2024-09-07,Google,1,146.89
2024-09-07,Lucent,0,0.0
2024-09-07,O2C,1,191.58
2024-09-07,Other,0,0.0
2024-09-07,Policy Chat,0,0.0
2024-09-07,Ring 2,0,0.0
2024-09-07,Roku,0,0.0
2024-09-07,VOXR,0,0.0
2024-09-07,Youtube,2,217.65
2024-09-07,Regal,0,0.0
2024-09-08,Barrington,0,0.0
2024-09-08,Channel Edge,1,293.63
2024-09-08,Google,1,113.81
2024-09-08,Lucent,0,0.0
2024-09-08,O2C,0,0.0
2024-09-08,Other,0,0.0
2024-09-08,Policy Chat,1,160.24
2024-09-08,Ring 2,0,0.0
2024-09-08,Roku,1,176.28
2024-09-08,VOXR,0,0.0
2024-09-08,Youtube,3,305.19
2024-09-08,Regal,0,0.0
2024-09-09,Barrington,1,414.53
2024-09-09,Channel Edge,0,0.0
2024-09-09,Google,1,144.62
2024-09-09,Lucent,0,0.0
2024-09-09,O2C,1,159.05
2024-09-09,Other,0,0.0
2024-09-09,Policy Chat,0,0.0
2024-09-09,Ring 2,0,0.0
2024-09-09,Roku,1,155.79
2024-09-09,VOXR,0,0.0
2024-09-09,Youtube,8,890.74
2024-09-09,Regal,0,0.0
2024-09-10,Barrington,1,390.46
2024-09-10,Channel Edge,3,645.77
2024-09-10,Google,1,133.55
2024-09-10,Lucent,0,0.0
2024-09-10,O2C,1,172.79
2024-09-10,Other,0,0.0
2024-09-10,Policy Chat,1,205.93
2024-09-10,Ring 2,0,0.0
2024-09-10,Roku,0,0.0
2024-09-10,VOXR,1,356.39
2024-09-10,Youtube,6,471.27
2024-09-10,Regal,0,0.0
2024-09-11,Barrington,0,0.0
2024-09-11,Channel Edge,1,266.64
2024-09-11,Google,3,371.66
2024-09-11,Lucent,0,0.0
2024-09-11,O2C,0,0.0
2024-09-11,Other,0,0.0
2024-09-11,Policy Chat,0,0.0
2024-09-11,Ring 2,0,0.0
2024-09-11,Roku,2,340.91
2024-09-11,VOXR,0,0.0
2024-09-11,Youtube,7,854.16
2024-09-11,Regal,0,0.0
2024-09-12,Barrington,1,425.69
2024-09-12,Channel Edge,1,119.65
2024-09-12,Google,3,324.15
2024-09-12,Lucent,0,0.0
2024-09-12,O2C,0,0.0
2024-09-12,Other,0,0.0
2024-09-12,Policy Chat,0,0.0
2024-09-12,Ring 2,1,286.45
2024-09-12,Roku,0,0.0
2024-09-12,VOXR,1,262.97
2024-09-12,Youtube,3,429.65
2024-09-12,Regal,0,0.0
2024-09-13,Barrington,2,807.79
2024-09-13,Channel Edge,1,230.64
2024-09-13,Google,1,109.47
2024-09-13,Lucent,1,296.28
2024-09-13,O2C,0,0.0
2024-09-13,Other,0,0.0
2024-09-13,Policy Chat,1,170.72
2024-09-13,Ring 2,1,315.58
2024-09-13,Roku,0,0.0
2024-09-13,VOXR,1,344.77
2024-09-13,Youtube,7,797.83
2024-09-13,Regal,0,0.0
2024-09-14,Barrington,0,0.0
2024-09-14,Channel Edge,8,1979.42
2024-09-14,Google,0,0.0
2024-09-14,Lucent,0,0.0
2024-09-14,O2C,0,0.0
2024-09-14,Other,0,0.0
2024-09-14,Policy Chat,0,0.0
2024-09-14,Ring 2,0,0.0
2024-09-14,Roku,1,187.54
2024-09-14,VOXR,1,363.7
2024-09-14,Youtube,7,817.83
2024-09-14,Regal,0,0.0
2024-09-15,Barrington,2,775.76
2024-09-15,Channel Edge,2,491.07
2024-09-15,Google,3,389.58
2024-09-15,Lucent,1,397.74
2024-09-15,O2C,2,306.04
2024-09-15,Other,0,0.0
2024-09-15,Policy Chat,0,0.0
2024-09-15,Ring 2,0,0.0
2024-09-15,Roku,0,0.0
2024-09-15,VOXR,1,287.1
2024-09-15,Youtube,7,850.64
2024-09-15,Regal,0,0.0
2024-09-16,Barrington,0,0.0
2024-09-16,Channel Edge,5,961.32
2024-09-16,Google,4,469.09
2024-09-16,Lucent,0,0.0
2024-09-16,O2C,3,594.94
2024-09-16,Other,0,0.0
2024-09-16,Policy Chat,0,0.0
2024-09-16,Ring 2,0,0.0
2024-09-16,Roku,1,180.57
2024-09-16,VOXR,1,255.86
2024-09-16,Youtube,5,557.62
2024-09-16,Regal,0,0.0
2024-09-17,Barrington,0,0.0
2024-09-17,Channel Edge,3,760.25
2024-09-17,Google,2,227.91
2024-09-17,Lucent,0,0.0
2024-09-17,O2C,0,0.0
2024-09-17,Other,0,0.0
2024-09-17,Policy Chat,0,0.0
2024-09-17,Ring 2,0,0.0
2024-09-17,Roku,1,201.07
2024-09-17,VOXR,0,0.0
2024-09-17,Youtube,11,1447.87
2024-09-17,Regal,1,247.69
2024-09-18,Barrington,0,0.0
2024-09-18,Channel Edge,0,0.0
2024-09-18,Google,1,126.67
2024-09-18,Lucent,0,0.0
2024-09-18,O2C,0,0.0
2024-09-18,Other,0,0.0
2024-09-18,Policy Chat,0,0.0
2024-09-18,Ring 2,0,0.0
2024-09-18,Roku,0,0.0
2024-09-18,VOXR,1,358.81
2024-09-18,Youtube,2,173.65
2024-09-18,Regal,0,0.0
2024-09-19,Barrington,0,0.0
2024-09-19,Channel Edge,1,228.58
2024-09-19,Google,8,1269.78
2024-09-19,Lucent,0,0.0
2024-09-19,O2C,0,0.0
2024-09-19,Other,0,0.0
2024-09-19,Policy Chat,0,0.0
2024-09-19,Ring 2,0,0.0
2024-09-19,Roku,0,0.0
2024-09-19,VOXR,1,273.65
2024-09-19,Youtube,4,503.14
2024-09-19,Regal,0,0.0
2024-09-20,Barrington,1,509.86
2024-09-20,Channel Edge,0,0.0
2024-09-20,Google,2,333.33
2024-09-20,Lucent,0,0.0
2024-09-20,O2C,1,100.27
2024-09-20,Other,0,0.0
2024-09-20,Policy Chat,0,0.0
2024-09-20,Ring 2,0,0.0
2024-09-20,Roku,1,236.94
2024-09-20,VOXR,0,0.0
2024-09-20,Youtube,7,590.85
2024-09-20,Regal,0,0.0
2024-09-21,Barrington,2,778.89
2024-09-21,Channel Edge,2,561.12
2024-09-21,Google,1,116.68
2024-09-21,Lucent,0,0.0
2024-09-21,O2C,1,166.27
